1248  40 202 211   60.1   19.9 Aland Islands
1400 239  56  78   32.0   35.9 Jordan
1398  42 103 103   51.2   71.4 Kazakhstan
1404 253 243  17   -1.3   36.8 Kenya
2013  48 169 114    6.4 -162.3 Kingman Reef
1296 167  65  22    1.3  173.0 Kiribati
1414 187 158 225   29.4   48.0 Kuwait
1417  24 206  40   42.9   74.6 Kyrgyzstan
1418  28  39 225   18.0  102.6 Laos
1428   6 178 224   56.9   24.1 Latvia
1422 184 111 229   33.9   35.5 Lebanon
1426   6 222 208  -29.3   27.5 Lesotho
1430 105  90  78    6.3  -10.8 Liberia
1434 138 135 140   32.9   13.2 Libya
1438 134 205  75   47.1    9.5 Liechtenstein
1440  58 114 218   54.7   25.3 Lithuania
1442 194  96  56   49.6    6.1 Luxembourg
1446  71 208 151   22.2  113.6 Macao
1807 208 109 107   42.0   21.4 Macedonia
1450 140 236 186  -18.9   47.5 Madagascar
1454  13   2 136  -14.0   33.8 Malawi
1458  53 240 160    3.1  101.7 Malaysia
1462 172  23 136    4.2   73.5 Maldives
1466  62 234 112   12.7   -8.0 Mali
1470 170 243 228   35.9   14.5 Malta
1584 225  29  19    7.1  171.4 Marshall Islands
1474 174 199  70   14.6  -61.1 Martinique
1478 106 227 125   18.1  -16.0 Mauritania
1480  27 180  37  -20.2   57.5 Mauritius
1175   5 210  71  -12.8   45.2 Mayotte
1484 251  15 121   19.4  -99.1 Mexico
2014  20 154 139   28.4 -178.3 Midway Islands
1498 228 202 248   47.0   28.9 Moldova
1492 208 125 190   43.7    7.4 Monaco
1496  14 160 232   47.9  106.9 Mongolia
1499  88 205 171   42.4   19.3 Montenegro
1500 185 146 176   16.7  -62.2 Montserrat
1504  27 246 127   34.0   -6.8 Morocco
1508 173 233 227  -26.0   32.6 Mozambique
1516 216 151 100  -22.6   17.1 Namibia
1520 199 251 245   -0.6  166.9 Nauru
2015 146 212 139   18.4  -75.0 Navassa Island
1524  23 191 112   27.7   85.3 Nepal
1528 131 127  30   52.4    4.9 Netherlands
1540 191 224  18  -22.3  166.5 New Caledonia
1554 230  25 192  -41.3  174.8 New Zealand
1558  33  85  13   12.1  -86.3 Nicaragua
1562  50 183 209   13.5    2.1 Niger
1566  21 202  97    9.1    7.5 Nigeria
1570 146 143  65  -19.1 -169.9 Niue
1574 179 161 135  -29.1  168.0 Norfolk Island
1408 144 167 109   39.0  125.8 North Korea
1580  59  79 195   15.2  145.8 Northern Mariana Islands
1578  44 239 114   59.9   10.7 Norway
1512  19 152 110   23.6   58.4 Oman
1586  63  33 237   33.7   73.0 Pakistan
1585  98 140  21    7.5  134.6 Palau
1548 244  49 234  -17.7  168.3 Vanuatu
2016  55   8 188    5.9 -162.1 Palmyra Atoll
1591  93 184   4    9.6  -79.6 Panama
1598  61  46 227   -9.4  147.2 Papua New Guinea
1600 120 128 146  -25.3  -57.6 Paraguay
1604 196  13 209  -12.0  -77.0 Peru
1608 232 174  12   14.6  121.0 Philippines
1612  77 232 183  -25.1 -130.1 Pitcairn
1616 158  16 134   52.2   21.0 Poland
1620 253 170 144   38.7   -9.1 Portugal
1630 170 189 188   18.5  -66.1 Puerto Rico
1634 116  90 195   25.3   51.5 Qatar
1638 164 222  78  -20.9   55.5 Reunion
1642 214 139  64   44.4   26.1 Romania
1643 214  94 144   55.8   37.6 Russia
1646 131   8  40   -1.9   30.1 Rwanda
1652 186  76 160   17.9  -62.8 Saint Barthelemy
1654  70  54  78  -15.9   -5.7 Saint Helena
1659  41  22 195   17.3  -62.7 Saint Kitts and Nevis
1662 140  35  75   14.0  -61.0 Saint Lucia
1663 138 195 238   18.1  -63.1 Saint Martin
1666  47  89   9   46.8  -56.2 Saint Pierre and Miquelon
1670 103 151  66   13.2  -61.2 Saint Vincent and the Grenadines
1882 211 186  78  -13.8 -171.8 Samoa
1674 172  84  53   43.9   12.4 San Marino
1678  58  16   4    0.3    6.7 Sao Tome and Principe
1682  31  15   8   24.7   46.7 Saudi Arabia
1686 171  50 242   14.7  -17.4 Senegal
1688 196  92  78   44.8   20.5 Serbia
1690 218 134 216   -4.6   55.5 Seychelles
1694 141 120 149    8.5  -13.2 Sierra Leone
1702 139  76 244    1.3  103.9 Singapore
1534 197 152 128   18.0  -63.0 Sint Maarten
1703  85  97 145   48.1   17.1 Slovakia
1705  25 124 206   46.1   14.5 Slovenia
1090 158 105  79   -9.4  159.9 Solomon Islands
1706 231 134 184    2.0   45.3 Somalia
1710  63  60 222  -25.7   28.2 South Africa
1239  19 197  63  -54.3  -36.5 South Georgia and the South Sandwich Islands
1410  45 184   4   37.6  127.0 South Korea
1724 211 212 242   40.4   -3.7 Spain
2017 238  47 175   11.1  115.0 Spratly Islands
1144 172   3 100    6.9   79.8 Sri Lanka
1729  90 216  30   15.6   32.5 Sudan
1740 159 253 192    5.9  -55.2 Suriname
1744 153  82 207   78.2   15.6 Svalbard and Jan Mayen
1748 117  85 246  -26.3   31.1 Swaziland
1752  63 204  77   59.3   18.1 Sweden
1756 225 223  68   46.9    7.4 Switzerland
1760  48   1  29   33.5   36.3 Syria
1158 237 175 104   25.0  121.5 Taiwan
1762  69 146 222   38.5   68.8 Tajikistan
1834 157 202 249   -6.2   35.7 Tanzania
1764 236 148   0   13.8  100.5 Thailand
1626 248 186 198   -8.6  125.6 East Timor
1768  66 239 217    6.1    1.2 Togo
2018 111 183  62   -8.6 -172.5 Tokelau
1776 236  86 207  -21.1 -175.2 Tonga
1780 176 145 243   10.7  -61.5 Trinidad and Tobago
1788 140 246 197   36.8   10.2 Tunisia
1792 164   6 150   39.9   32.9 Turkey
1795 184 201  42   38.0   58.4 Turkmenistan
1796 114 156 217   21.5  -71.1 Turks and Caicos Islands
1798 157  67  72   -8.5  179.2 Tuvalu
1800  43 200  48    0.3   32.6 Uganda
1804  87 158 178   50.5   30.5 Ukraine
1784 148  18 189   24.5   54.4 United Arab Emirates
1826 202 158 236   51.5   -0.1 United Kingdom
1840  39 120 239   37.1 -113.5 United States
1858  40 118 227  -34.9  -56.2 Uruguay
1860  35  49 205   41.3   69.2 Uzbekistan
1336 156 205  88   41.9   12.5 Vatican
1862 199  76 175   10.5  -66.9 Venezuela
1704 229 176 242   21.0  105.8 Vietnam
1850 191  49 173   18.3  -64.9 U.S. Virgin Islands
2019 157 201 247   19.3  166.6 Wake Island
1876  50   0 119  -13.3 -176.2 Wallis and Futuna
1732  75  55  36   20.8  -17.1 Western Sahara
1887 253 121 231   15.4   44.2 Yemen
1894 218 196 223  -15.4   28.3 Zambia
1716 244 245 174  -17.8   31.1 Zimbabwe
2020 101 216 140   16.9  112.3 Paracel Islands
